"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.city_state","Input.university_name","Answer.student_org_url","Approve","Reject"
"3GS542CVK29NDPUZO00Q6ON6EL859U","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","3GGAI1SQE3KQ6EK1IMW4DZVN77QMCX","A3PZ2Q7JKEUL9E","Submitted","Tue Feb 09 18:37:12 PST 2021","Tue Feb 09 18:37:20 PST 2021","Fri Feb 12 18:37:20 PST 2021","","","","8","93% (13/14)","93% (13/14)","93% (13/14)","Los Angeles, California","UCLA","https://www.ucla.edu/"
"3GS542CVK29NDPUZO00Q6ON6EL859U","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","3KIBXJ1WDDGWPFH1NFSFTMX07HZOKE","A3I39DC9RTE9A0","Submitted","Wed Feb 10 00:40:08 PST 2021","Wed Feb 10 00:40:17 PST 2021","Sat Feb 13 00:40:17 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, California","UCLA","N/A"
"3GS542CVK29NDPUZO00Q6ON6EL859U","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","3ZAK8W07IC0PPUUUF8U698AGB440UI","ADFB1KW8895WU","Submitted","Tue Feb 09 20:24:19 PST 2021","Tue Feb 09 20:25:03 PST 2021","Fri Feb 12 20:25:03 PST 2021","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, California","UCLA","https://sa.ucla.edu/RCO/public/search"
"37S0QRNUGI26M2URH61FIC2MW5R88A","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","35DR22AR5L6DNQNM30NCVD7R8ZU3XZ","A2ARWAVMLMYQN","Submitted","Wed Feb 10 04:14:47 PST 2021","Wed Feb 10 04:16:46 PST 2021","Sat Feb 13 04:16:46 PST 2021","","","","119","0% (0/0)","0% (0/0)","0% (0/0)","Twin Cities, Minnesota","University of Minnesota","https://sua.umn.edu/engage/student-groups"
"37S0QRNUGI26M2URH61FIC2MW5R88A","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","3MRNMEIQWDSG5O8UI6Q0XSYGS30DLC","AH6NOOVOYJT6N","Submitted","Wed Feb 10 02:10:09 PST 2021","Wed Feb 10 02:10:45 PST 2021","Sat Feb 13 02:10:45 PST 2021","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","Twin Cities, Minnesota","University of Minnesota","https://cla.umn.edu/academics-experience/cla-experiences/organizations-clubs-communities"
"37S0QRNUGI26M2URH61FIC2MW5R88A","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","3YDGXNSEO7G8QL5IV6G3PJI4VQ8484","A20U345O8HCPPK","Submitted","Wed Feb 10 02:14:01 PST 2021","Wed Feb 10 02:15:15 PST 2021","Sat Feb 13 02:15:15 PST 2021","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","Twin Cities, Minnesota","University of Minnesota","https://www.law.umn.edu/current-students/student-orgs-leadership/student-organizations"
"3QREJ3J44AJLWAGBKK7MDMXJB5KKLR","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:14 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:14 PST 2021","","","354P56DE9SPNSS2AB2KF9M2FYMH7S3","ATOXYGWSI0PM3","Submitted","Wed Feb 10 04:47:10 PST 2021","Wed Feb 10 04:47:49 PST 2021","Sat Feb 13 04:47:49 PST 2021","","","","39","98% (45/46)","98% (45/46)","98% (45/46)","Columbus, Ohio","Ohio State University","https://www.osu.edu/"
"3QREJ3J44AJLWAGBKK7MDMXJB5KKLR","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:14 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:14 PST 2021","","","3COPXFW7XJYEAFT22F5UIM2QHMBPKC","A1WOSUFQG768EF","Submitted","Wed Feb 10 05:05:28 PST 2021","Wed Feb 10 05:06:39 PST 2021","Sat Feb 13 05:06:39 PST 2021","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","Columbus, Ohio","Ohio State University","https://activities.osu.edu/involvement/student_organizations/find_a_student_org/"
"3QREJ3J44AJLWAGBKK7MDMXJB5KKLR","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:14 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:14 PST 2021","","","3PEIJLRY61FAEOPADKYE0AIO6SSWX2","A20U345O8HCPPK","Submitted","Wed Feb 10 04:55:16 PST 2021","Wed Feb 10 04:57:32 PST 2021","Sat Feb 13 04:57:32 PST 2021","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","Columbus, Ohio","Ohio State University","https://activities.osu.edu/involvement/student_organizations"
"3WGCNLZJLMU0SX6XZT3GPUTFTQID11","39P6QDR00ZRHED14M8SUT1AAUMODMZ","Identify a webpage within a university's website","Find the webpage with the LIST OF STUDENT ORGANIZATIONS for this university.","data collection, website, data extraction, university, student organization","$0.01","Tue Feb 09 18:28:13 PST 2021","3","BatchId:4329804;OriginalHitTemplateId:928390855;","240","259200","Tue Feb 16 18:28:13 PST 2021","","","37W3JXSD6EUZETFKIGKGJOPX8XSYWE","ADFB1KW8895WU","Submitted","Tue Feb 09 20:12:26 PST 2021","Tue Feb 09 20:13:02 PST 2021","Fri Feb 12 20:13:02 PST 2021","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","Cleveland, Ohio","Case Western Reserve University","https://community.case.edu/club_signup"
